Customer Name,Total Spent,Total Orders,Average Purchase,Average Monthly Spend,Average Monthly Orders,Last Ordered,Customer Since,Customer Lifetime
Customer6513,"$2,995.82",64,$46.81,$65.13,1,"Jun 08, 2023","Apr 06, 2020",3 yrs 9 mos 9 dys
Customer9114,"$2,902.17",21,$138.20,$54.76,0,"May 19, 2023","Sep 03, 2019",4 yrs 4 mos 11 dys
Customer6041,"$2,041.59",170,$12.01,$22.44,1,"Dec 08, 2021","Jun 22, 2016",7 yrs 6 mos 23 dys
Customer1124,$619.83,38,$16.31,$13.77,0,"Dec 23, 2023","May 01, 2020",3 yrs 8 mos 13 dys
Customer3261,$108.96,2,$54.48,$9.91,0,"Mar 02, 2023","Mar 06, 2021",10 mos 24 dys
Customer5155,$108.92,3,$36.31,$1.60,0,"Mar 31, 2019","Aug 31, 2016",5 yrs 7 mos 14 dys
Customer6644,$108.76,1,$108.76,$36.25,0,"Nov 08, 2023","Jan 05, 2018",2 mos 7 dys
Customer8684,$108.69,6,$18.12,$2.42,0,"Jul 18, 2021","May 30, 2015",3 yrs 8 mos 28 dys
Customer7344,$108.41,1,$108.41,$21.68,0,"Aug 19, 2023","Oct 31, 2021",4 mos 26 dys
Customer7335,$108.37,2,$54.19,$1.59,0,"Jan 12, 2020","May 19, 2018",5 yrs 7 mos 26 dys
Customer9318,$108.27,4,$27.07,$21.65,0,"Jan 10, 2024","Sep 12, 2023",4 mos 2 dys
Customer7305,$108.17,1,$108.17,$4.92,0,"Apr 04, 2022","Dec 28, 2015",1 yr 9 mos 11 dys
Customer2549,$108.01,1,$108.01,$3.86,0,"Oct 01, 2021","Oct 30, 2020",2 yrs 3 mos 14 dys
Customer9648,$107.93,3,$35.98,$1.96,0,"Feb 04, 2023","Apr 30, 2017",4 yrs 6 mos 29 dys
Customer4712,$618.27,96,$6.44,$6.18,0,"Sep 05, 2017","Sep 19, 2015",8 yrs 3 mos 27 dys
Customer7203,$107.84,2,$53.92,$3.99,0,"Aug 28, 2023","Oct 23, 2020",2 yrs 2 mos 5 dys
Customer6161,$107.82,3,$35.94,$10.78,0,"Nov 18, 2023","May 09, 2013",9 mos 27 dys
Customer1959,$107.81,2,$53.91,$2.57,0,"Jun 30, 2023","Jul 24, 2020",3 yrs 5 mos 21 dys
Customer1758,$107.80,2,$53.90,$2.11,0,"Jul 10, 2022","Oct 19, 2019",4 yrs 2 mos 26 dys
Customer5320,$107.78,1,$107.78,$1.77,0,"Dec 27, 2018","Dec 27, 2018",5 yrs 18 dys
Customer1676,$107.74,1,$107.74,$1.07,0,"Aug 17, 2015","Aug 04, 2015",8 yrs 4 mos 28 dys
Customer7661,$107.64,5,$21.53,$6.73,0,"Dec 01, 2023","Apr 30, 2016",1 yr 3 mos 6 dys
Customer1051,$107.63,2,$53.82,$2.99,0,"Sep 05, 2023","Jun 20, 2020",2 yrs 11 mos 27 dys
Customer9410,$107.36,3,$35.79,$1.85,0,"Sep 22, 2019","Dec 20, 2017",4 yrs 9 mos 21 dys
Customer6852,$107.32,1,$107.32,$2.28,0,"Feb 24, 2020","Oct 30, 2016",3 yrs 10 mos 21 dys
Customer4787,$612.40,18,$34.02,$16.55,0,"Dec 19, 2023","Jan 06, 2021",3 yrs 8 dys
Customer9528,$107.30,1,$107.30,$1.56,0,"Apr 20, 2018","Apr 18, 2018",5 yrs 8 mos 25 dys
Customer3516,$107.13,5,$21.43,$2.68,0,"Nov 20, 2023","Oct 02, 2020",3 yrs 3 mos 13 dys
Customer5587,$107.10,2,$53.55,$2.89,0,"Feb 10, 2021","Nov 12, 2019",3 yrs 1 dy
Customer4234,$106.85,2,$53.43,$3.14,0,"Jul 24, 2021","Apr 18, 2016",2 yrs 9 mos 25 dys
Customer6629,$106.62,1,$106.62,$2.18,0,"Jan 05, 2020","Jan 05, 2020",4 yrs 9 dys
Customer9731,$106.58,7,$15.23,$2.54,0,"Sep 10, 2022","Oct 03, 2017",3 yrs 5 mos 3 dys
Customer2573,$106.36,3,$35.45,$7.09,0,"Sep 10, 2023","Oct 16, 2022",1 yr 2 mos 29 dys
Customer5928,$106.36,2,$53.18,$3.22,0,"Sep 26, 2022","Aug 09, 2020",2 yrs 8 mos 26 dys
Customer2010,$106.17,2,$53.09,$1.86,0,"Jun 23, 2021","Feb 11, 2018",4 yrs 8 mos 21 dys
Customer1328,$106.15,5,$21.23,$1.02,0,"Oct 17, 2017","Jun 05, 2015",8 yrs 7 mos 10 dys
Customer3843,$612.35,7,$87.48,$19.75,0,"Oct 25, 2023","Jul 10, 2020",2 yrs 6 mos 28 dys
Customer6841,$106.13,9,$11.79,$10.61,0,"Dec 30, 2023","Dec 06, 2020",9 mos 13 dys
Customer3476,$106.12,1,$106.12,$2.47,0,"Jul 01, 2020","Jun 30, 2020",3 yrs 6 mos 14 dys
Customer2240,$106.11,1,$106.11,$4.82,0,"Mar 17, 2022","Sep 30, 2021",1 yr 9 mos 28 dys
Customer8882,$106.00,14,$7.57,$7.57,1,"Jan 12, 2024","Sep 01, 2015",1 yr 1 mo 5 dys
Customer1012,$105.87,1,$105.87,$13.23,0,"Jun 04, 2023","Jun 03, 2023",7 mos 10 dys
Customer3181,$105.84,1,$105.84,$9.62,0,"Mar 08, 2023","Sep 05, 2018",10 mos 6 dys
Customer8536,$105.80,8,$13.23,$2.03,0,"Jun 19, 2022","Aug 12, 2019",4 yrs 3 mos 2 dys
Customer1865,$105.77,5,$21.15,$4.81,0,"Jul 03, 2023","Apr 15, 2022",1 yr 8 mos 30 dys
Customer6503,$105.69,1,$105.69,$3.52,0,"Aug 14, 2021","May 16, 2018",2 yrs 5 mos
Customer4552,$105.53,4,$26.38,$1.08,0,"Mar 29, 2016","Nov 18, 2015",8 yrs 1 mo 28 dys
Customer9052,$607.88,17,$35.76,$16.43,0,"Aug 21, 2023","Sep 30, 2017",3 yrs 7 dys
Customer9804,$105.50,4,$26.38,$2.57,0,"Jan 08, 2023","Jul 05, 2015",3 yrs 4 mos 15 dys
Customer1250,$105.34,1,$105.34,$2.57,0,"Aug 27, 2020","Aug 27, 2020",3 yrs 4 mos 18 dys
Customer9240,$105.31,2,$52.66,$2.77,0,"Feb 28, 2021","Oct 20, 2019",3 yrs 1 mo 17 dys
Customer5205,$105.30,4,$26.33,$2.70,0,"Apr 13, 2022","Sep 19, 2020",3 yrs 2 mos 6 dys
Customer6434,$105.22,5,$21.04,$3.90,0,"May 16, 2023","Oct 16, 2021",2 yrs 2 mos 29 dys
Customer4891,$105.19,5,$21.04,$3.19,0,"Feb 13, 2023","Jun 19, 2020",2 yrs 8 mos 5 dys
Customer3952,$105.14,2,$52.57,$2.10,0,"Mar 03, 2021","Aug 31, 2017",4 yrs 1 mo 9 dys
Customer3683,$105.02,2,$52.51,$2.92,0,"Apr 20, 2021","Mar 20, 2020",2 yrs 11 mos 21 dys
Customer9887,$104.99,10,$10.50,$3.75,0,"Apr 14, 2023","Aug 05, 2021",2 yrs 3 mos 7 dys
Customer7269,$104.93,8,$13.12,$3.62,0,"Nov 22, 2022","Dec 21, 2013",2 yrs 4 mos 6 dys
Customer4210,$605.40,13,$46.57,$17.30,0,"Apr 03, 2023","Aug 31, 2020",2 yrs 10 mos 6 dys
Customer7566,$104.79,3,$34.93,$1.38,0,"Jun 10, 2019","Sep 29, 2017",6 yrs 3 mos 17 dys
Customer3178,$104.78,3,$34.93,$6.16,0,"Sep 27, 2023","Apr 16, 2020",1 yr 4 mos
Customer5693,$104.41,2,$52.21,$3.73,0,"May 07, 2023","May 18, 2015",2 yrs 3 mos 27 dys
Customer2472,$104.38,3,$34.79,$4.74,0,"May 10, 2022","Apr 06, 2022",1 yr 9 mos 9 dys
Customer3840,$104.11,5,$20.82,$2.67,0,"May 13, 2022","Nov 03, 2020",3 yrs 2 mos 11 dys
Customer3008,$103.86,10,$10.39,$1.73,0,"Dec 10, 2020","Jan 27, 2018",4 yrs 11 mos 8 dys
Customer6486,$103.70,4,$25.93,$2.36,0,"Aug 19, 2023","May 28, 2020",3 yrs 7 mos 18 dys
Customer7794,$103.58,1,$103.58,$2.25,0,"Apr 08, 2020","Apr 08, 2020",3 yrs 9 mos 7 dys
Customer6535,$103.57,4,$25.89,$1.18,0,"Dec 23, 2019","Oct 04, 2016",7 yrs 3 mos 11 dys
Customer8454,$103.46,1,$103.46,$2.03,0,"Oct 20, 2019","Oct 19, 2019",4 yrs 2 mos 26 dys
Customer5265,$598.30,18,$33.24,$23.93,0,"Jan 08, 2024","Oct 17, 2020",2 yrs 2 dys
Customer6037,$103.35,2,$51.68,$1.25,0,"May 19, 2017","Sep 09, 2016",6 yrs 10 mos 11 dys
Customer9287,$103.27,3,$34.42,$10.33,0,"Jan 06, 2024","Jan 09, 2023",9 mos 19 dys
Customer5577,$103.19,2,$51.60,$20.64,0,"Dec 12, 2023","May 09, 2016",4 mos 1 dy
Customer1421,$103.01,1,$103.01,$3.32,0,"Jun 26, 2021","Jun 24, 2021",2 yrs 6 mos 20 dys
Customer4732,$102.92,4,$25.73,$3.22,0,"Dec 09, 2021","Jun 07, 2021",2 yrs 7 mos 7 dys
Customer2490,$102.78,1,$102.78,$5.14,0,"Jun 12, 2022","Apr 17, 2016",1 yr 7 mos 2 dys
Customer7097,$102.78,3,$34.26,$1.61,0,"Nov 25, 2023","Oct 06, 2018",5 yrs 3 mos 8 dys
Customer9159,$102.73,6,$17.12,$2.63,0,"Mar 22, 2022","Mar 10, 2019",3 yrs 2 mos 9 dys
Customer2171,$102.72,2,$51.36,$14.67,0,"Jul 15, 2023","Sep 23, 2020",6 mos 28 dys
Customer8567,$102.54,1,$102.54,$1.51,0,"May 17, 2018","May 17, 2018",5 yrs 7 mos 29 dys
Customer6808,$595.91,49,$12.16,$15.28,1,"Aug 31, 2023","Nov 06, 2020",3 yrs 2 mos 8 dys
Customer7114,$102.54,1,$102.54,$1.97,0,"Sep 21, 2019","Apr 17, 2016",4 yrs 3 mos 24 dys
Customer9685,$102.46,2,$51.23,$2.56,0,"Oct 26, 2020","Aug 31, 2020",3 yrs 3 mos 8 dys
Customer4785,$102.39,4,$25.60,$2.18,0,"Oct 22, 2020","Jun 11, 2015",3 yrs 10 mos 9 dys
Customer8174,$102.21,2,$51.11,$1.83,0,"Oct 17, 2019","May 28, 2019",4 yrs 7 mos 17 dys
Customer6116,$102.11,8,$12.76,$2.49,0,"Jul 24, 2023","May 26, 2020",3 yrs 4 mos 12 dys
Customer1444,$102.02,1,$102.02,$1.00,0,"Jul 18, 2015","Jul 18, 2015",8 yrs 5 mos 27 dys
Customer5374,$101.97,8,$12.75,$2.68,0,"Feb 04, 2021","Sep 03, 2014",3 yrs 1 mo 29 dys
Customer5623,$101.69,3,$33.90,$5.08,0,"Sep 06, 2022","Jun 06, 2022",1 yr 7 mos 8 dys
Customer2143,$101.61,2,$50.81,$1.34,0,"Nov 27, 2017","Aug 19, 2015",6 yrs 3 mos 7 dys
Customer6231,$101.55,1,$101.55,$1.37,0,"Nov 22, 2017","May 20, 2014",6 yrs 1 mo 23 dys
Customer3907,$589.28,18,$32.74,$9.82,0,"Oct 25, 2023","Aug 16, 2014",4 yrs 11 mos 13 dys
Customer1537,$101.34,1,$101.34,$10.13,0,"Mar 17, 2023","Apr 16, 2022",9 mos 29 dys
Customer5394,$101.32,2,$50.66,$1.66,0,"Jun 15, 2020","Dec 18, 2018",5 yrs 27 dys
Customer7975,$101.22,2,$50.61,$7.79,0,"Feb 16, 2023","Jan 11, 2023",1 yr 3 dys
Customer9587,$101.17,5,$20.23,$1.31,0,"Nov 24, 2018","Feb 08, 2015",6 yrs 4 mos 18 dys
Customer7426,$101.07,3,$33.69,$5.95,0,"Nov 14, 2023","Aug 16, 2019",1 yr 4 mos 26 dys
Customer9043,$101.05,1,$101.05,$33.68,0,"Nov 14, 2023","Feb 25, 2017",2 mos
Customer3232,$101.03,2,$50.52,$12.63,0,"Jun 15, 2023","May 25, 2023",7 mos 21 dys
Customer3523,$100.95,1,$100.95,$9.18,0,"Mar 03, 2023","Mar 31, 2017",10 mos 11 dys
Customer3116,$100.91,8,$12.61,$1.04,0,"Jan 22, 2021","May 28, 2015",8 yrs 7 dys
Customer9336,$100.90,4,$25.23,$4.39,0,"Nov 23, 2022","Oct 30, 2020",1 yr 10 mos 20 dys
Customer7511,$585.33,8,$73.17,$13.94,0,"Mar 24, 2022","Aug 05, 2020",3 yrs 5 mos 10 dys
Customer3059,$100.76,8,$12.60,$5.60,0,"Dec 02, 2022","Feb 19, 2019",1 yr 5 mos 6 dys
Customer6584,$100.65,7,$14.38,$3.59,0,"Jul 27, 2022","Sep 19, 2016",2 yrs 3 mos 9 dys
Customer2974,$100.43,2,$50.22,$4.18,0,"Apr 30, 2022","Jan 30, 2022",1 yr 11 mos 15 dys
Customer8168,$100.24,1,$100.24,$5.57,0,"Jul 25, 2022","Oct 26, 2016",1 yr 5 mos 20 dys
Customer4893,$100.20,3,$33.40,$1.25,0,"Mar 28, 2018","May 19, 2016",6 yrs 7 mos 7 dys
Customer7620,$100.06,4,$25.02,$4.17,0,"Jul 09, 2022","Jul 05, 2021",1 yr 11 mos 28 dys
Customer6822,$99.94,4,$24.99,$3.45,0,"Sep 08, 2022","Apr 13, 2021",2 yrs 4 mos 12 dys
Customer6626,$99.86,3,$33.29,$1.39,0,"Feb 21, 2018","Jun 10, 2015",5 yrs 11 mos 2 dys
Customer2670,$99.79,6,$16.63,$3.12,0,"Aug 31, 2021","Jun 03, 2021",2 yrs 7 mos 11 dys
Customer3701,$99.77,1,$99.77,$16.63,0,"Jul 29, 2023","Jul 22, 2017",5 mos 16 dys
Customer8033,"$1,988.81",19,$104.67,$82.87,0,"Jun 17, 2022","May 16, 2019",1 yr 11 mos 24 dys
Customer1299,$584.90,9,$64.99,$24.37,0,"Oct 12, 2022","Apr 30, 2015",1 yr 11 mos 16 dys
Customer4980,$99.52,2,$49.76,$4.98,0,"May 04, 2023","May 08, 2015",1 yr 7 mos 27 dys
Customer9771,$99.48,7,$14.21,$8.29,0,"Sep 18, 2023","Feb 14, 2023",11 mos
Customer2491,$99.40,5,$19.88,$3.55,0,"May 21, 2023","Sep 21, 2016",2 yrs 3 mos 27 dys
Customer8259,$99.38,2,$49.69,$1.48,0,"Jul 20, 2018","Nov 14, 2017",5 yrs 6 mos 25 dys
Customer3146,$99.30,2,$49.65,$5.23,0,"Sep 23, 2022","Apr 11, 2019",1 yr 5 mos 30 dys
Customer6775,$99.27,2,$49.64,$2.42,0,"Jun 05, 2023","Aug 20, 2020",3 yrs 4 mos 25 dys
Customer7243,$99.15,1,$99.15,$1.55,0,"Oct 10, 2018","Oct 10, 2018",5 yrs 3 mos 5 dys
Customer3011,$99.11,4,$24.78,$3.54,0,"Nov 28, 2022","Jul 30, 2020",2 yrs 3 mos 11 dys
Customer6438,$99.06,1,$99.06,$7.62,0,"Dec 23, 2022","May 09, 2014",1 yr 22 dys
Customer7070,$98.87,2,$49.44,$1.12,0,"Jan 12, 2018","Oct 12, 2016",7 yrs 3 mos 3 dys
Customer9362,$583.06,35,$16.66,$17.67,1,"Jan 04, 2024","Mar 03, 2017",2 yrs 8 mos
Customer8435,$98.85,2,$49.43,$1.11,0,"Nov 22, 2016","Jul 17, 2013",7 yrs 4 mos 15 dys
Customer1169,$98.74,1,$98.74,$1.94,0,"Nov 15, 2019","Nov 15, 2019",4 yrs 1 mo 30 dys
Customer6314,$98.66,2,$49.33,$1.32,0,"Jan 04, 2018","Nov 08, 2017",6 yrs 2 mos 6 dys
Customer8166,$98.54,2,$49.27,$4.93,0,"Jun 29, 2022","Oct 03, 2014",1 yr 7 mos 5 dys
Customer8700,$98.51,5,$19.70,$2.19,0,"Jul 18, 2021","Mar 12, 2016",3 yrs 8 mos
Customer9366,$98.42,2,$49.21,$5.79,0,"Jun 23, 2023","Aug 01, 2022",1 yr 4 mos 22 dys
Customer6899,$98.31,7,$14.04,$2.46,0,"Mar 10, 2023","Jun 26, 2020",3 yrs 3 mos 26 dys
Customer9798,$98.18,4,$24.55,$0.98,0,"Sep 05, 2017","Sep 21, 2015",8 yrs 3 mos 25 dys
Customer7464,$98.15,1,$98.15,$6.13,0,"Sep 16, 2022","Jun 06, 2017",1 yr 3 mos 30 dys
Customer1890,$98.13,3,$32.71,$9.81,0,"Jul 30, 2023","Feb 14, 2021",9 mos 22 dys
Customer6025,$583.02,9,$64.78,$22.42,0,"Nov 04, 2023","Jul 29, 2020",2 yrs 1 mo 8 dys
Customer3284,$98.06,2,$49.03,$2.51,0,"Sep 16, 2022","Jun 20, 2018",3 yrs 2 mos 23 dys
Customer5059,$97.84,2,$48.92,$3.76,0,"May 22, 2023","Dec 02, 2020",2 yrs 1 mo 2 dys
Customer9262,$97.83,8,$12.23,$5.15,0,"Jan 13, 2024","Jun 28, 2020",1 yr 6 mos 9 dys
Customer5955,$97.77,4,$24.44,$2.17,0,"Sep 17, 2020","May 05, 2020",3 yrs 8 mos 10 dys
Customer4874,$97.56,6,$16.26,$6.10,0,"Dec 23, 2023","Oct 08, 2022",1 yr 3 mos 6 dys
Customer5352,$97.28,4,$24.32,$10.81,0,"Jul 23, 2023","Feb 04, 2018",8 mos
Customer1071,$97.22,1,$97.22,$1.77,0,"Jun 25, 2019","Jun 25, 2019",4 yrs 6 mos 21 dys
Customer3103,$97.21,1,$97.21,$1.87,0,"Sep 27, 2019","Sep 27, 2019",4 yrs 3 mos 19 dys
Customer1707,$97.18,3,$32.39,$7.48,0,"Jan 23, 2023","Jun 14, 2015",1 yr 28 dys
Customer1239,$97.13,2,$48.57,$8.09,0,"Nov 09, 2023","May 20, 2017",11 mos 8 dys
Customer7767,$582.07,8,$72.76,$13.23,0,"Dec 04, 2023","Aug 14, 2018",3 yrs 7 mos 13 dys
Customer8438,$97.13,6,$16.19,$24.28,1,"Oct 20, 2023","Oct 28, 2016",3 mos 3 dys
Customer8596,$97.12,2,$48.56,$3.60,0,"Jul 30, 2023","Oct 21, 2021",2 yrs 2 mos 24 dys
Customer9848,$97.11,2,$48.56,$2.37,0,"Aug 20, 2022","Apr 12, 2014",3 yrs 4 mos 16 dys
Customer7874,$97.02,8,$12.13,$6.47,0,"Jul 31, 2023","Nov 12, 2015",1 yr 2 mos 17 dys
Customer1265,$96.79,1,$96.79,$4.21,0,"Feb 26, 2022","Jan 24, 2018",1 yr 10 mos 19 dys
Customer4663,$96.78,1,$96.78,$16.13,0,"Jul 26, 2023","Mar 31, 2016",5 mos 19 dys
Customer1795,$96.63,4,$24.16,$2.15,0,"Mar 17, 2023","Jun 27, 2015",3 yrs 8 mos 11 dys
Customer3582,$96.54,1,$96.54,$96.54,1,"Jan 13, 2024","Oct 29, 2016",1 dy
Customer5403,$96.51,3,$32.17,$2.14,0,"Oct 11, 2020","Apr 16, 2020",3 yrs 8 mos 29 dys
Customer9038,$96.47,3,$32.16,$3.22,0,"Nov 15, 2021","Jan 13, 2014",2 yrs 4 mos 30 dys
Customer1541,$581.89,6,$96.98,$5.34,0,"Feb 14, 2018","Dec 31, 2014",9 yrs 14 dys
Customer6278,$96.42,2,$48.21,$2.84,0,"Apr 01, 2021","Apr 01, 2021",2 yrs 9 mos 13 dys
Customer1288,$96.31,2,$48.16,$2.29,0,"Jul 05, 2021","Aug 18, 2017",3 yrs 5 mos 14 dys
Customer6309,$96.13,1,$96.13,$1.69,0,"Apr 26, 2019","Apr 28, 2018",4 yrs 8 mos 20 dys
Customer3369,$95.90,4,$23.98,$5.33,0,"May 09, 2023","Nov 15, 2020",1 yr 5 mos 28 dys
Customer5536,$95.88,1,$95.88,$23.97,0,"Sep 29, 2023","Sep 24, 2021",3 mos 16 dys
Customer3535,$95.86,3,$31.95,$1.05,0,"Sep 05, 2020","Jun 16, 2016",7 yrs 6 mos 29 dys
Customer5516,$95.69,2,$47.85,$15.95,0,"Aug 11, 2023","Mar 03, 2014",5 mos 3 dys
Customer9573,$95.56,2,$47.78,$47.78,1,"Nov 22, 2023","Mar 24, 2017",1 mo 28 dys
Customer9672,$95.56,7,$13.65,$3.41,0,"May 09, 2023","Jan 26, 2020",2 yrs 3 mos 13 dys
Customer2829,$95.53,7,$13.65,$1.11,0,"Aug 01, 2017","Nov 16, 2016",7 yrs 1 mo 29 dys
Customer9757,$580.29,13,$44.64,$20.72,0,"Jun 11, 2023","Feb 19, 2018",2 yrs 3 mos 5 dys
Customer9984,$95.43,5,$19.09,$1.49,0,"Apr 18, 2020","Oct 07, 2018",5 yrs 3 mos 8 dys
Customer4160,$95.40,1,$95.40,$2.73,0,"Feb 26, 2021","Feb 26, 2021",2 yrs 10 mos 19 dys
Customer7200,$95.40,1,$95.40,$1.99,0,"Jan 17, 2020","Jan 17, 2020",3 yrs 11 mos 28 dys
Customer9394,$95.40,2,$47.70,$2.45,0,"Oct 31, 2020","Mar 29, 2020",3 yrs 2 mos 14 dys
Customer1221,$95.36,7,$13.62,$3.41,0,"Oct 15, 2022","Jul 24, 2021",2 yrs 3 mos 27 dys
Customer8181,$95.21,6,$15.87,$3.53,0,"Oct 16, 2023","Jun 07, 2020",2 yrs 2 mos 5 dys
Customer8522,$95.20,3,$31.73,$2.57,0,"Nov 05, 2022","Sep 18, 2020",3 yrs 26 dys
Customer1522,$95.19,10,$9.52,$7.93,0,"Nov 29, 2023","Jul 15, 2019",11 mos 13 dys
Customer9426,$95.16,1,$95.16,$1.20,0,"Jun 21, 2017","Jan 16, 2017",6 yrs 6 mos 24 dys
Customer5846,$95.16,1,$95.16,$1.27,0,"Oct 25, 2017","Oct 23, 2017",6 yrs 2 mos 20 dys
Customer7754,$575.95,22,$26.18,$17.45,0,"Jan 09, 2024","Apr 25, 2021",2 yrs 8 mos 20 dys
Customer6564,$95.14,1,$95.14,$1.36,0,"Apr 09, 2018","Apr 05, 2018",5 yrs 9 mos 5 dys
Customer9582,$95.13,7,$13.59,$15.86,1,"Dec 23, 2023","Feb 14, 2020",5 mos 2 dys
Customer8388,$95.11,8,$11.89,$1.94,0,"Aug 07, 2023","Mar 10, 2017",4 yrs 24 dys
Customer3191,$95.10,8,$11.89,$2.16,0,"Jan 27, 2022","Jun 15, 2020",3 yrs 6 mos 30 dys
Customer8030,$94.89,3,$31.63,$3.06,0,"May 05, 2023","Dec 05, 2014",2 yrs 6 mos 6 dys
Customer1806,$94.71,2,$47.36,$4.51,0,"May 28, 2023","Apr 25, 2019",1 yr 8 mos 7 dys
Customer9823,$94.68,13,$7.28,$3.51,0,"Mar 24, 2023","Jul 11, 2020",2 yrs 2 mos 11 dys
Customer4051,$94.65,2,$47.33,$4.73,0,"Aug 23, 2023","Mar 27, 2020",1 yr 7 mos 17 dys
Customer1695,$94.58,1,$94.58,$31.53,0,"Oct 20, 2023","Feb 13, 2020",2 mos 26 dys
Customer9853,$94.53,1,$94.53,$6.30,0,"Nov 13, 2022","Nov 13, 2022",1 yr 2 mos 1 dy
Customer6744,$574.06,32,$17.94,$8.09,0,"Dec 27, 2023","Feb 10, 2018",5 yrs 10 mos 13 dys
Customer8260,$94.53,2,$47.27,$3.38,0,"Nov 22, 2021","Mar 12, 2021",2 yrs 3 mos 19 dys
Customer8460,$94.49,1,$94.49,$10.50,0,"May 10, 2023","Aug 29, 2015",8 mos 4 dys
Customer9207,$94.27,2,$47.14,$3.49,0,"Apr 08, 2022","Jun 27, 2020",2 yrs 2 mos 24 dys
Customer4606,$94.26,6,$15.71,$1.68,0,"Jan 11, 2024","May 18, 2019",4 yrs 7 mos 28 dys
Customer2887,$94.25,4,$23.56,$4.28,0,"May 25, 2022","Mar 16, 2022",1 yr 9 mos 29 dys
Customer6292,$94.23,3,$31.41,$2.30,0,"May 06, 2022","Aug 23, 2020",3 yrs 4 mos 22 dys
Customer8396,$94.02,11,$8.55,$3.48,0,"Jun 28, 2023","Jul 13, 2020",2 yrs 2 mos 12 dys
Customer1307,$94.01,4,$23.50,$31.34,1,"Nov 19, 2023","Oct 29, 2023",2 mos 16 dys
Customer2659,$93.97,6,$15.66,$2.47,0,"Apr 07, 2022","Sep 06, 2020",3 yrs 1 mo 17 dys
Customer3414,$93.95,2,$46.98,$5.53,0,"Feb 18, 2023","Aug 19, 2022",1 yr 4 mos 26 dys
Customer3308,$572.32,4,$143.08,$8.18,0,"Aug 25, 2018","Apr 05, 2018",5 yrs 9 mos 8 dys
Customer3719,$93.95,1,$93.95,$2.18,0,"Jul 15, 2020","Dec 22, 2016",3 yrs 6 mos
Customer6609,$93.91,11,$8.54,$3.03,0,"Apr 07, 2022","Jul 21, 2014",2 yrs 6 mos 6 dys
Customer6837,$93.90,4,$23.48,$5.87,0,"Mar 05, 2023","Nov 21, 2014",1 yr 3 mos 29 dys
Customer7479,$93.58,2,$46.79,$4.25,0,"Apr 14, 2022","Mar 02, 2021",1 yr 9 mos 8 dys
Customer7506,$93.51,8,$11.69,$4.68,0,"Oct 26, 2022","Jun 08, 2022",1 yr 7 mos 6 dys
Customer3342,$93.34,3,$31.11,$2.12,0,"Jun 20, 2020","May 19, 2020",3 yrs 7 mos 26 dys
Customer2811,$93.06,2,$46.53,$1.45,0,"Nov 05, 2018","Oct 13, 2018",5 yrs 3 mos 2 dys
Customer2539,$93.06,4,$23.27,$9.31,0,"Nov 17, 2023","Aug 02, 2015",9 mos 14 dys
Customer8536,$92.98,3,$30.99,$4.43,0,"May 15, 2023","Feb 20, 2013",1 yr 8 mos 19 dys
Customer6379,$92.91,1,$92.91,$4.04,0,"Feb 25, 2022","Feb 24, 2022",1 yr 10 mos 20 dys
Customer2347,$570.91,32,$17.84,$10.98,0,"Jun 24, 2023","Oct 11, 2019",4 yrs 3 mos 3 dys
Customer3276,$92.89,1,$92.89,$3.00,0,"Jun 28, 2021","Feb 28, 2020",2 yrs 6 mos 18 dys
Customer3429,$92.89,1,$92.89,$7.74,0,"Feb 08, 2023","Feb 08, 2023",11 mos 6 dys
Customer2489,$92.76,4,$23.19,$2.06,0,"Oct 29, 2023","May 08, 2020",3 yrs 8 mos 6 dys
Customer9471,$92.69,5,$18.54,$2.51,0,"Feb 25, 2023","May 03, 2020",3 yrs 11 dys
Customer8589,$92.68,6,$15.45,$1.63,0,"Oct 12, 2019","Apr 19, 2019",4 yrs 8 mos 17 dys
Customer4883,$92.68,3,$30.89,$18.54,0,"Dec 03, 2023","Mar 07, 2016",4 mos 22 dys
Customer4780,$92.61,2,$46.31,$5.79,0,"Mar 12, 2023","Sep 18, 2016",1 yr 3 mos 12 dys
Customer9076,$92.58,2,$46.29,$2.31,0,"Mar 20, 2021","Sep 26, 2020",3 yrs 3 mos 19 dys
Customer8367,$92.55,1,$92.55,$2.80,0,"May 09, 2021","Oct 04, 2018",2 yrs 8 mos 6 dys
Customer6003,$92.51,2,$46.26,$1.32,0,"Mar 19, 2023","Apr 07, 2018",5 yrs 9 mos 7 dys
Customer4321,"$1,863.01",7,$266.14,$17.74,0,"Aug 16, 2019","Apr 24, 2015",8 yrs 8 mos 22 dys
Customer9183,$564.08,39,$14.46,$20.15,1,"Jul 19, 2023","Feb 09, 2020",2 yrs 3 mos 28 dys
Customer4517,$92.35,2,$46.18,$5.43,0,"Nov 20, 2022","Jul 08, 2020",1 yr 4 mos 6 dys
Customer7331,$92.27,2,$46.14,$1.34,0,"Jul 07, 2020","May 12, 2018",5 yrs 8 mos 2 dys
Customer8698,$92.18,6,$15.36,$2.10,0,"Jul 03, 2020","Mar 13, 2016",3 yrs 7 mos 29 dys
Customer6778,$91.99,14,$6.57,$2.04,0,"Apr 23, 2021","Apr 24, 2020",3 yrs 8 mos 22 dys
Customer4942,$91.93,6,$15.32,$1.70,0,"Nov 14, 2023","Jul 24, 2019",4 yrs 5 mos 22 dys
