Customer Name,Total Spent,Total Orders,Average Purchase,Average Monthly Spend,Average Monthly Orders,Last Ordered,Customer Since,Customer Lifetime
Customer9671,$28.23,1,$28.23,$0.49,0,"Mar 21, 2019","Mar 21, 2019",4 yrs 9 mos 24 dys
Customer5167,"$2,747.41",33,$83.25,$119.45,1,"Jun 17, 2023","Nov 12, 2016",1 yr 10 mos 19 dys
Customer8534,"$1,146.56",16,$71.66,$28.66,0,"Jan 04, 2024","Jul 30, 2018",3 yrs 3 mos 9 dys
Customer1086,$290.88,5,$58.18,$36.36,0,"Dec 07, 2023","Jul 22, 2018",7 mos 8 dys
Customer1727,$28.21,1,$28.21,$5.64,0,"Aug 23, 2023","May 04, 2022",4 mos 23 dys
Customer6913,$28.20,1,$28.20,$0.63,0,"May 08, 2020","May 08, 2020",3 yrs 8 mos 6 dys
Customer6136,$28.19,1,$28.19,$1.04,0,"Nov 02, 2021","Nov 02, 2021",2 yrs 2 mos 12 dys
Customer4842,$28.18,1,$28.18,$0.97,0,"Aug 18, 2021","Sep 01, 2019",2 yrs 4 mos 27 dys
Customer4945,$28.17,1,$28.17,$0.28,0,"Aug 24, 2015","Aug 24, 2015",8 yrs 4 mos 22 dys
Customer6329,$28.05,1,$28.05,$0.74,0,"Nov 22, 2020","Aug 05, 2017",3 yrs 1 mo 23 dys
Customer1895,$28.04,1,$28.04,$2.34,0,"Jan 16, 2023","Jan 16, 2023",11 mos 29 dys
Customer4223,$28.02,1,$28.02,$0.65,0,"Jun 24, 2020","Jul 11, 2019",3 yrs 6 mos 21 dys
Customer9872,$27.98,3,$9.33,$1.08,0,"Jun 13, 2022","Dec 14, 2021",2 yrs 1 mo 1 dy
Customer5624,$27.95,1,$27.95,$0.82,0,"Apr 02, 2021","May 24, 2020",2 yrs 9 mos 12 dys
Customer5229,$290.76,6,$48.46,$15.30,0,"Dec 14, 2023","Jun 30, 2022",1 yr 6 mos 15 dys
Customer1086,$27.95,1,$27.95,$0.67,0,"Aug 11, 2020","Jan 19, 2019",3 yrs 5 mos 4 dys
Customer1050,$27.93,2,$13.97,$1.27,0,"Nov 06, 2022","Jun 06, 2020",1 yr 9 mos 2 dys
Customer1025,$27.91,1,$27.91,$0.65,0,"Jul 03, 2020","Jul 03, 2020",3 yrs 6 mos 11 dys
Customer3259,$27.90,1,$27.90,$0.78,0,"Jan 19, 2021","May 08, 2020",2 yrs 11 mos 26 dys
Customer1891,$27.89,3,$9.30,$1.12,0,"Dec 20, 2023","Sep 18, 2013",2 yrs 3 dys
Customer8225,$27.88,1,$27.88,$3.49,0,"May 30, 2023","May 30, 2023",7 mos 15 dys
Customer3022,$27.87,1,$27.87,$0.75,0,"Jan 12, 2021","Jan 12, 2021",3 yrs 3 dys
Customer4210,$27.84,1,$27.84,$0.99,0,"Sep 29, 2021","Sep 29, 2021",2 yrs 3 mos 16 dys
Customer3710,$27.83,2,$13.92,$3.48,0,"May 23, 2023","May 16, 2023",7 mos 29 dys
Customer5255,$27.81,1,$27.81,$6.95,0,"Oct 05, 2023","Nov 24, 2020",3 mos 9 dys
Customer5062,$290.71,6,$48.45,$6.92,0,"Sep 22, 2022","Apr 28, 2020",3 yrs 5 mos 21 dys
Customer5289,$27.81,1,$27.81,$1.16,0,"Jan 17, 2022","Jan 17, 2022",1 yr 11 mos 28 dys
Customer3263,$27.81,1,$27.81,$2.14,0,"Dec 28, 2022","Mar 21, 2021",1 yr 17 dys
Customer5273,$27.81,1,$27.81,$4.64,0,"Jul 17, 2023","Mar 24, 2020",5 mos 28 dys
Customer1344,$27.81,2,$13.91,$1.74,0,"Jun 19, 2023","Sep 21, 2022",1 yr 3 mos 24 dys
Customer9050,$27.81,1,$27.81,$9.27,0,"Oct 22, 2023","Oct 22, 2023",2 mos 23 dys
Customer4887,$27.80,2,$13.90,$0.28,0,"May 06, 2017","Oct 18, 2015",8 yrs 2 mos 27 dys
Customer2435,$27.79,1,$27.79,$9.26,0,"Oct 25, 2023","Jun 20, 2020",2 mos 20 dys
Customer9659,$27.78,1,$27.78,$0.39,0,"Feb 17, 2018","Apr 22, 2015",5 yrs 10 mos 28 dys
Customer3821,$27.78,1,$27.78,$0.73,0,"Nov 24, 2020","Sep 22, 2017",3 yrs 1 mo 21 dys
Customer9951,$27.78,1,$27.78,$0.27,0,"Aug 12, 2015","Aug 12, 2015",8 yrs 5 mos 3 dys
Customer4203,$289.28,4,$72.32,$26.30,0,"Nov 27, 2023","Mar 15, 2023",9 mos 30 dys
Customer1173,$27.78,1,$27.78,$1.98,0,"Dec 11, 2022","Aug 23, 2022",1 yr 1 mo 3 dys
Customer5063,$27.76,1,$27.76,$0.53,0,"Oct 08, 2019","Oct 07, 2019",4 yrs 3 mos 6 dys
Customer8259,$27.76,2,$13.88,$0.48,0,"Apr 11, 2019","Apr 11, 2019",4 yrs 9 mos 3 dys
Customer8387,$27.75,1,$27.75,$1.26,0,"Mar 29, 2022","Aug 22, 2021",1 yr 9 mos 16 dys
Customer8328,$27.74,1,$27.74,$1.39,0,"Jun 12, 2022","Jun 12, 2022",1 yr 7 mos 2 dys
Customer4923,$27.68,3,$9.23,$9.23,1,"Jan 10, 2024","Nov 07, 2014",2 mos 22 dys
Customer4446,$27.67,1,$27.67,$0.63,0,"Jun 10, 2020","Jun 10, 2020",3 yrs 7 mos 4 dys
Customer3554,$27.66,1,$27.66,$0.95,0,"Aug 22, 2021","Sep 12, 2020",2 yrs 4 mos 24 dys
Customer4227,$27.63,1,$27.63,$0.39,0,"Feb 21, 2018","Feb 21, 2018",5 yrs 10 mos 24 dys
Customer8119,$27.63,1,$27.63,$0.49,0,"May 17, 2019","May 17, 2019",4 yrs 7 mos 28 dys
Customer6407,$288.95,2,$144.48,$48.16,0,"Aug 09, 2023","Aug 03, 2023",5 mos 12 dys
Customer9596,$27.62,1,$27.62,$0.54,0,"Nov 09, 2019","Nov 09, 2019",4 yrs 2 mos 5 dys
Customer7200,$27.60,1,$27.60,$0.38,0,"Feb 02, 2018","Feb 02, 2018",5 yrs 11 mos 12 dys
Customer2187,$27.59,2,$13.80,$0.67,0,"Oct 01, 2021","Aug 31, 2020",3 yrs 4 mos 14 dys
Customer5811,$27.59,1,$27.59,$0.34,0,"Apr 20, 2017","Apr 20, 2017",6 yrs 8 mos 25 dys
Customer4921,$27.59,1,$27.59,$0.36,0,"Aug 30, 2017","Oct 20, 2016",6 yrs 4 mos 15 dys
Customer9394,$27.58,1,$27.58,$0.36,0,"Oct 07, 2017","Feb 16, 2016",6 yrs 3 mos 7 dys
Customer5796,$27.58,1,$27.58,$0.77,0,"Feb 02, 2021","Feb 02, 2021",2 yrs 11 mos 12 dys
Customer5931,$27.55,1,$27.55,$0.63,0,"May 24, 2020","May 24, 2020",3 yrs 7 mos 21 dys
Customer1885,$27.53,1,$27.53,$0.64,0,"Jun 29, 2020","Jun 29, 2020",3 yrs 6 mos 16 dys
Customer3421,$27.53,1,$27.53,$0.74,0,"Jan 12, 2021","Nov 11, 2015",3 yrs 2 dys
Customer2984,$287.96,4,$71.99,$3.89,0,"Jul 30, 2021","Dec 14, 2017",6 yrs 1 mo
Customer3350,$27.53,1,$27.53,$0.32,0,"Jan 07, 2017","Jan 07, 2017",7 yrs 7 dys
Customer6552,$27.53,1,$27.53,$2.29,0,"Feb 11, 2023","Feb 11, 2023",11 mos 3 dys
Customer4124,$27.52,1,$27.52,$0.45,0,"Dec 27, 2018","Dec 27, 2018",5 yrs 18 dys
Customer7108,$27.47,1,$27.47,$27.47,1,"Dec 29, 2023","Feb 02, 2016",16 dys
Customer5095,$27.43,2,$13.72,$2.74,0,"Jul 13, 2023","Aug 25, 2019",9 mos 27 dys
Customer3455,$27.38,1,$27.38,$0.51,0,"Jul 17, 2019","Feb 28, 2017",4 yrs 5 mos 28 dys
Customer5750,$27.37,1,$27.37,$13.69,0,"Dec 05, 2023","May 08, 2021",1 mo 9 dys
Customer5970,$27.37,1,$27.37,$3.91,0,"Jul 09, 2023","Nov 27, 2017",6 mos 5 dys
Customer1690,$27.37,2,$13.69,$0.72,0,"Jan 14, 2021","Nov 30, 2020",3 yrs 1 mo 15 dys
Customer1509,$27.36,1,$27.36,$0.30,0,"Aug 03, 2016","Aug 03, 2016",7 yrs 5 mos 11 dys
Customer7083,$286.90,2,$143.45,$11.95,0,"Mar 03, 2022","Feb 11, 2022",1 yr 11 mos 3 dys
Customer3887,$27.30,1,$27.30,$0.43,0,"Oct 11, 2018","Oct 11, 2018",5 yrs 3 mos 3 dys
Customer8597,$27.28,1,$27.28,$4.55,0,"Aug 11, 2023","Oct 31, 2021",5 mos 3 dys
Customer6130,$27.28,2,$13.64,$0.28,0,"Jan 19, 2016","Dec 30, 2015",8 yrs 15 dys
Customer3928,$27.27,3,$9.09,$3.41,0,"Jun 18, 2023","Jun 29, 2018",7 mos 10 dys
Customer6228,$27.27,1,$27.27,$0.63,0,"Jul 07, 2020","Jul 03, 2016",3 yrs 6 mos 7 dys
Customer9331,$27.26,1,$27.26,$27.26,1,"Dec 20, 2023","Dec 20, 2023",25 dys
Customer7532,$27.26,1,$27.26,$0.42,0,"Aug 28, 2018","Aug 28, 2018",5 yrs 4 mos 17 dys
Customer6138,$27.26,1,$27.26,$5.45,0,"Aug 31, 2023","Jun 12, 2020",4 mos 14 dys
Customer7104,$27.25,3,$9.08,$0.68,0,"Jun 30, 2022","Mar 17, 2018",3 yrs 3 mos 4 dys
Customer3030,$27.24,1,$27.24,$0.38,0,"Feb 17, 2018","Oct 06, 2013",5 yrs 10 mos 28 dys
Customer4960,$283.18,17,$16.66,$8.58,0,"Nov 02, 2023","Jul 29, 2016",2 yrs 8 mos
Customer9963,$27.23,1,$27.23,$1.70,0,"Sep 21, 2022","Dec 13, 2020",1 yr 3 mos 25 dys
Customer9483,$27.20,1,$27.20,$0.88,0,"Jul 03, 2021","Jul 02, 2021",2 yrs 6 mos 12 dys
Customer7855,$27.19,1,$27.19,$1.60,0,"Aug 27, 2022","Sep 21, 2020",1 yr 4 mos 19 dys
Customer1407,$27.19,1,$27.19,$1.09,0,"Jan 14, 2022","Sep 02, 2013",2 yrs
Customer9870,$27.18,1,$27.18,$1.70,0,"Sep 17, 2022","Feb 12, 2017",1 yr 3 mos 28 dys
Customer9551,$27.16,1,$27.16,$2.09,0,"Jan 06, 2023","Jan 06, 2023",1 yr 8 dys
Customer6216,$27.15,1,$27.15,$0.57,0,"Feb 08, 2020","Feb 08, 2020",3 yrs 11 mos 6 dys
Customer1563,$27.15,1,$27.15,$9.05,0,"Oct 25, 2023","Jul 04, 2016",2 mos 20 dys
Customer1314,$27.14,1,$27.14,$2.71,0,"Mar 25, 2023","Mar 25, 2023",9 mos 20 dys
Customer1738,$27.14,1,$27.14,$0.63,0,"Jun 20, 2020","Feb 10, 2018",3 yrs 6 mos 25 dys
Customer7361,$283.18,14,$20.23,$8.33,0,"Sep 03, 2023","Nov 20, 2014",2 yrs 9 mos 8 dys
Customer5251,$27.09,1,$27.09,$3.87,0,"Jun 17, 2023","Jun 17, 2023",6 mos 28 dys
Customer2670,$26.98,1,$26.98,$4.50,0,"Aug 14, 2023","Sep 02, 2020",5 mos
Customer8975,$26.94,1,$26.94,$0.84,0,"Jun 12, 2021","Sep 24, 2016",2 yrs 7 mos 2 dys
Customer4285,$26.92,1,$26.92,$0.32,0,"Dec 22, 2016","Dec 22, 2016",7 yrs 23 dys
Customer3272,$26.92,1,$26.92,$0.87,0,"Jul 14, 2021","Jul 14, 2021",2 yrs 6 mos
Customer1448,$26.92,3,$8.97,$0.63,0,"Feb 26, 2022","Mar 14, 2020",3 yrs 6 mos 2 dys
Customer2632,$26.91,1,$26.91,$0.48,0,"Jun 11, 2019","Jun 18, 2015",4 yrs 7 mos 3 dys
Customer9947,$26.91,1,$26.91,$26.91,1,"Dec 16, 2023","Nov 18, 2023",29 dys
Customer6786,$26.91,1,$26.91,$0.66,0,"Sep 10, 2020","Sep 10, 2020",3 yrs 4 mos 4 dys
Customer9843,$26.88,1,$26.88,$0.63,0,"Jul 02, 2020","Nov 10, 2019",3 yrs 6 mos 12 dys
Customer1287,$282.79,6,$47.13,$11.31,0,"Mar 17, 2022","Dec 21, 2021",2 yrs 24 dys
Customer3155,$26.86,3,$8.95,$0.43,0,"May 08, 2019","May 19, 2017",5 yrs 1 mo 26 dys
Customer8754,$26.80,1,$26.80,$0.30,0,"Sep 11, 2016","Sep 11, 2016",7 yrs 4 mos 3 dys
Customer2143,$26.79,2,$13.40,$0.86,0,"Jul 22, 2021","May 24, 2021",2 yrs 6 mos 6 dys
Customer5049,$26.78,2,$13.39,$6.70,0,"Dec 14, 2023","Sep 23, 2023",3 mos 22 dys
Customer7152,$26.76,1,$26.76,$0.42,0,"Oct 01, 2018","Oct 01, 2018",5 yrs 3 mos 14 dys
Customer1060,$26.76,3,$8.92,$1.34,0,"Jun 02, 2022","Mar 26, 2020",1 yr 7 mos 21 dys
Customer1285,$26.74,1,$26.74,$1.57,0,"Aug 28, 2022","Mar 04, 2022",1 yr 4 mos 17 dys
Customer9918,$26.73,2,$13.37,$1.34,0,"Jun 25, 2022","Sep 17, 2017",1 yr 7 mos 3 dys
Customer5624,$26.71,2,$13.36,$0.61,0,"Jun 15, 2020","May 15, 2020",3 yrs 7 mos 15 dys
Customer4026,$26.71,2,$13.36,$0.68,0,"Jun 20, 2021","Mar 08, 2018",3 yrs 2 mos 20 dys
Customer9548,"$1,137.12",2,$568.56,$189.52,0,"Jul 18, 2023","Dec 06, 2020",5 mos 28 dys
Customer1892,$281.86,3,$93.95,$7.83,0,"Nov 02, 2021","Jun 25, 2018",2 yrs 11 mos
Customer5504,$26.70,1,$26.70,$3.81,0,"Jun 24, 2023","Feb 01, 2015",6 mos 21 dys
Customer5231,$26.70,1,$26.70,$1.48,0,"Jul 31, 2022","Jul 06, 2018",1 yr 5 mos 14 dys
Customer1006,$26.69,1,$26.69,$2.43,0,"Mar 02, 2023","Mar 29, 2019",10 mos 12 dys
Customer6317,$26.68,1,$26.68,$2.05,0,"Dec 30, 2022","Jul 16, 2021",1 yr 15 dys
Customer3756,$26.68,2,$13.34,$0.99,0,"Oct 20, 2021","Apr 07, 2019",2 yrs 2 mos 25 dys
Customer7270,$26.68,1,$26.68,$0.54,0,"Jan 14, 2020","Jan 14, 2020",4 yrs
Customer1926,$26.65,1,$26.65,$1.40,0,"Jun 28, 2022","Jun 28, 2022",1 yr 6 mos 17 dys
Customer8086,$26.64,1,$26.64,$0.46,0,"Apr 09, 2019","Sep 03, 2013",4 yrs 9 mos 6 dys
Customer6179,$26.64,1,$26.64,$0.67,0,"Sep 16, 2020","Jul 16, 2017",3 yrs 3 mos 30 dys
Customer3631,$26.62,2,$13.31,$4.44,0,"Oct 20, 2023","Aug 07, 2017",5 mos 5 dys
Customer9241,$280.24,1,$280.24,$9.34,0,"Jul 27, 2021","Apr 07, 2021",2 yrs 5 mos 18 dys
Customer8095,$26.58,2,$13.29,$0.60,0,"Mar 24, 2021","Mar 20, 2018",3 yrs 7 mos 25 dys
Customer9176,$26.58,1,$26.58,$2.22,0,"Feb 06, 2023","Feb 06, 2023",11 mos 8 dys
Customer1565,$26.54,1,$26.54,$0.59,0,"May 09, 2020","May 03, 2020",3 yrs 8 mos 5 dys
Customer6442,$26.53,1,$26.53,$1.26,0,"Apr 27, 2022","Aug 06, 2014",1 yr 8 mos 18 dys
Customer8368,$26.53,1,$26.53,$0.43,0,"Dec 22, 2018","Dec 22, 2018",5 yrs 23 dys
Customer5210,$26.46,1,$26.46,$0.95,0,"Sep 17, 2021","May 16, 2020",2 yrs 3 mos 28 dys
Customer6586,$26.45,1,$26.45,$0.40,0,"Aug 08, 2018","Sep 06, 2015",5 yrs 5 mos 6 dys
Customer3425,$26.42,1,$26.42,$0.49,0,"Aug 07, 2019","Aug 07, 2019",4 yrs 5 mos 8 dys
Customer8832,$26.42,1,$26.42,$6.61,0,"Sep 25, 2023","Apr 25, 2017",3 mos 21 dys
Customer6407,$26.41,1,$26.41,$0.31,0,"Dec 05, 2016","Jul 06, 2016",7 yrs 1 mo 9 dys
Customer8310,$280.16,14,$20.01,$3.42,0,"Dec 20, 2023","Mar 28, 2017",6 yrs 9 mos 18 dys
Customer2031,$26.38,1,$26.38,$0.34,0,"Aug 08, 2017","Aug 08, 2017",6 yrs 5 mos 6 dys
Customer5006,$26.37,2,$13.19,$0.61,0,"Feb 11, 2021","Jun 28, 2020",3 yrs 6 mos 17 dys
Customer6028,$26.37,2,$13.19,$0.36,0,"Jan 28, 2018","Jan 13, 2018",6 yrs 1 dy
Customer6095,$26.35,1,$26.35,$1.88,0,"Nov 28, 2022","May 01, 2020",1 yr 1 mo 17 dys
Customer5670,$26.31,3,$8.77,$0.31,0,"Jan 07, 2021","Jan 24, 2017",6 yrs 11 mos 22 dys
Customer1355,$26.29,1,$26.29,$1.01,0,"Dec 06, 2021","Jun 27, 2020",2 yrs 1 mo 8 dys
Customer9719,$26.28,1,$26.28,$0.35,0,"Oct 27, 2017","Oct 27, 2017",6 yrs 2 mos 18 dys
Customer8284,$26.27,1,$26.27,$0.40,0,"Aug 01, 2018","Aug 01, 2018",5 yrs 5 mos 13 dys
Customer7261,$26.26,2,$13.13,$2.39,0,"Mar 09, 2023","Feb 24, 2023",10 mos 22 dys
Customer7504,$26.20,2,$13.10,$0.90,0,"Dec 02, 2023","Jul 11, 2021",2 yrs 4 mos
Customer2479,$280.07,9,$31.12,$5.19,0,"Nov 02, 2023","Aug 15, 2019",4 yrs 4 mos 30 dys
Customer2043,$26.20,5,$5.24,$0.26,0,"Oct 05, 2017","Oct 08, 2015",8 yrs 3 mos 6 dys
Customer5610,$26.18,1,$26.18,$0.58,0,"May 10, 2020","Oct 01, 2013",3 yrs 8 mos 5 dys
Customer2063,$26.15,1,$26.15,$0.93,0,"Sep 23, 2021","Sep 23, 2021",2 yrs 3 mos 23 dys
Customer8934,$26.14,1,$26.14,$13.07,0,"Dec 06, 2023","Dec 06, 2023",1 mo 8 dys
Customer4926,$26.14,1,$26.14,$2.38,0,"Feb 18, 2023","Aug 10, 2021",10 mos 27 dys
Customer8892,$26.14,1,$26.14,$3.27,0,"Jun 02, 2023","Jun 02, 2023",7 mos 13 dys
Customer3966,$26.12,1,$26.12,$0.71,0,"Dec 27, 2020","Aug 01, 2017",3 yrs 18 dys
Customer8378,$26.08,1,$26.08,$1.00,0,"Dec 14, 2021","Dec 14, 2021",2 yrs 1 mo
Customer4301,$26.08,1,$26.08,$0.35,0,"Dec 15, 2017","Dec 15, 2017",6 yrs 30 dys
Customer9118,$26.07,1,$26.07,$1.09,0,"Jan 19, 2022","Feb 05, 2021",1 yr 11 mos 26 dys
Customer2317,$279.69,17,$16.45,$3.33,0,"Dec 15, 2023","Jun 23, 2016",6 yrs 11 mos 19 dys
Customer5808,$26.05,1,$26.05,$0.57,0,"Mar 21, 2020","Mar 21, 2020",3 yrs 9 mos 24 dys
Customer5582,$26.05,1,$26.05,$0.36,0,"Dec 21, 2017","Dec 15, 2016",6 yrs 24 dys
Customer6115,$26.03,1,$26.03,$0.62,0,"Jul 26, 2020","Apr 30, 2016",3 yrs 5 mos 20 dys
Customer9011,$25.99,1,$25.99,$0.38,0,"May 11, 2018","May 11, 2018",5 yrs 8 mos 3 dys
Customer6819,$25.96,1,$25.96,$4.33,0,"Jul 22, 2023","Jul 22, 2023",5 mos 23 dys
Customer7336,$25.96,1,$25.96,$1.24,0,"Apr 18, 2022","Aug 07, 2016",1 yr 8 mos 27 dys
Customer9380,$25.92,1,$25.92,$0.58,0,"Apr 17, 2020","Nov 28, 2015",3 yrs 8 mos 29 dys
Customer1470,$25.88,1,$25.88,$0.62,0,"Jul 24, 2020","Apr 01, 2017",3 yrs 5 mos 21 dys
Customer6126,$25.87,1,$25.87,$1.00,0,"Dec 11, 2021","Mar 11, 2021",2 yrs 1 mo 3 dys
Customer7039,$25.87,1,$25.87,$1.12,0,"Mar 03, 2022","Mar 17, 2020",1 yr 10 mos 11 dys
Customer8680,$279.55,16,$17.47,$8.47,0,"Sep 15, 2023","Oct 10, 2017",2 yrs 8 mos 7 dys
Customer8561,$25.86,1,$25.86,$0.86,0,"Jul 25, 2021","Mar 30, 2018",2 yrs 5 mos 21 dys
Customer7590,$25.86,1,$25.86,$0.92,0,"Oct 03, 2021","May 16, 2017",2 yrs 3 mos 12 dys
Customer3574,$25.81,1,$25.81,$0.61,0,"Jul 26, 2020","Jul 26, 2020",3 yrs 5 mos 19 dys
Customer1306,$25.81,1,$25.81,$1.17,0,"Apr 02, 2022","Dec 12, 2016",1 yr 9 mos 12 dys
Customer5019,$25.80,1,$25.80,$3.23,0,"May 19, 2023","Mar 13, 2022",7 mos 26 dys
Customer9310,$25.79,2,$12.90,$1.72,0,"Nov 28, 2022","May 09, 2021",1 yr 2 mos 22 dys
Customer6810,$25.75,1,$25.75,$0.64,0,"Oct 06, 2020","May 20, 2020",3 yrs 3 mos 8 dys
Customer8120,$25.75,1,$25.75,$0.57,0,"May 04, 2020","May 04, 2020",3 yrs 8 mos 11 dys
Customer7396,$25.75,1,$25.75,$0.33,0,"Aug 03, 2017","Jun 26, 2016",6 yrs 5 mos 11 dys
Customer4230,$25.74,2,$12.87,$0.72,0,"Feb 21, 2021","Aug 28, 2020",2 yrs 11 mos 21 dys
Customer9407,$279.50,3,$93.17,$15.53,0,"Nov 16, 2022","Aug 04, 2022",1 yr 5 mos 10 dys
Customer1880,$25.74,3,$8.58,$0.70,0,"Dec 20, 2023","Dec 30, 2020",3 yrs 15 dys
Customer5152,$25.74,1,$25.74,$1.35,0,"Jun 16, 2022","Jun 16, 2022",1 yr 6 mos 29 dys
Customer3158,$25.73,1,$25.73,$0.34,0,"Oct 09, 2017","Oct 09, 2017",6 yrs 3 mos 6 dys
Customer2281,$25.72,1,$25.72,$2.86,0,"May 08, 2023","Mar 15, 2016",8 mos 6 dys
Customer7726,$25.69,1,$25.69,$0.38,0,"Jul 09, 2018","Jul 05, 2018",5 yrs 6 mos 5 dys
Customer5725,$25.66,1,$25.66,$0.83,0,"Jul 13, 2021","Oct 15, 2019",2 yrs 6 mos 1 dy
Customer3783,$25.65,1,$25.65,$0.34,0,"Nov 05, 2017","Nov 05, 2017",6 yrs 2 mos 9 dys
Customer9016,$25.63,2,$12.82,$0.64,0,"Jan 02, 2021","Oct 03, 2020",3 yrs 3 mos
Customer9970,$25.63,1,$25.63,$0.56,0,"Mar 18, 2020","Mar 18, 2020",3 yrs 9 mos 27 dys
Customer2222,$25.63,1,$25.63,$0.69,0,"Jan 13, 2021","Jan 13, 2021",3 yrs 1 dy
Customer1534,$279.31,25,$11.17,$7.98,0,"Nov 29, 2023","Aug 22, 2020",2 yrs 10 mos
Customer2772,$25.63,1,$25.63,$0.28,0,"May 09, 2016","May 09, 2016",7 yrs 8 mos 5 dys
Customer2910,$25.61,1,$25.61,$0.34,0,"Oct 06, 2017","May 13, 2017",6 yrs 3 mos 8 dys
Customer9314,$25.59,1,$25.59,$0.36,0,"Feb 17, 2018","Feb 17, 2018",5 yrs 10 mos 28 dys
Customer6050,$25.59,1,$25.59,$0.98,0,"Dec 12, 2021","Nov 21, 2020",2 yrs 1 mo 2 dys
Customer4974,$25.59,1,$25.59,$1.51,0,"Aug 20, 2022","Aug 20, 2022",1 yr 4 mos 25 dys
Customer5804,$25.59,1,$25.59,$0.69,0,"Jan 13, 2021","Oct 07, 2017",3 yrs 2 dys
Customer5000,$25.59,1,$25.59,$5.12,0,"Sep 06, 2023","Jul 19, 2020",4 mos 9 dys
Customer4480,$25.59,1,$25.59,$4.27,0,"Jul 23, 2023","Nov 13, 2019",5 mos 22 dys
Customer9667,$25.59,1,$25.59,$1.60,0,"Oct 06, 2022","Oct 06, 2022",1 yr 3 mos 9 dys
Customer8492,$25.59,1,$25.59,$1.11,0,"Feb 19, 2022","Feb 19, 2022",1 yr 10 mos 26 dys
Customer2687,$279.26,12,$23.27,$19.95,0,"Dec 29, 2023","Dec 16, 2020",1 yr 1 mo 11 dys
Customer2565,$25.58,3,$8.53,$0.28,0,"Sep 13, 2016","Aug 09, 2016",7 yrs 5 mos 5 dys
Customer3152,$25.57,1,$25.57,$0.49,0,"Oct 09, 2019","Oct 26, 2015",4 yrs 3 mos 6 dys
Customer6270,$25.53,1,$25.53,$0.38,0,"Jul 13, 2018","Apr 07, 2018",5 yrs 6 mos 1 dy
Customer9686,$25.53,1,$25.53,$12.77,0,"Nov 18, 2023","Jun 29, 2023",1 mo 27 dys
Customer1764,$25.52,1,$25.52,$0.59,0,"Jul 12, 2020","Jun 27, 2019",3 yrs 6 mos 2 dys
Customer8033,$25.52,1,$25.52,$1.28,0,"Jun 15, 2022","Sep 01, 2017",1 yr 6 mos 30 dys
Customer2427,$25.52,3,$8.51,$2.55,0,"Jul 10, 2023","Mar 28, 2019",9 mos 3 dys
Customer8580,$25.48,1,$25.48,$2.83,0,"Apr 17, 2023","Nov 16, 2018",8 mos 28 dys
Customer2775,$25.48,1,$25.48,$3.19,0,"May 31, 2023","Apr 24, 2022",7 mos 14 dys
Customer1643,$25.46,1,$25.46,$25.46,1,"Dec 16, 2023","Dec 16, 2023",29 dys
Customer2261,$278.12,2,$139.06,$3.12,0,"Aug 19, 2017","Aug 14, 2016",7 yrs 4 mos 25 dys
Customer5819,$25.46,1,$25.46,$3.64,0,"Jun 30, 2023","Oct 16, 2019",6 mos 16 dys
Customer1405,$25.46,1,$25.46,$2.31,0,"Feb 20, 2023","Jul 06, 2020",10 mos 25 dys
Customer3872,$25.45,1,$25.45,$0.57,0,"Apr 29, 2020","Apr 29, 2020",3 yrs 8 mos 16 dys
Customer3668,$25.37,2,$12.69,$0.29,0,"Nov 12, 2018","Sep 23, 2016",7 yrs 3 mos 23 dys
Customer2692,$25.36,1,$25.36,$1.10,0,"Mar 15, 2022","Aug 29, 2021",1 yr 10 mos
Customer9170,$25.36,1,$25.36,$1.69,0,"Nov 01, 2022","Oct 30, 2013",1 yr 2 mos 13 dys
Customer7048,$25.35,1,$25.35,$0.72,0,"Mar 07, 2021","Mar 07, 2021",2 yrs 10 mos 7 dys
Customer9046,$25.34,1,$25.34,$0.55,0,"Apr 11, 2020","Mar 21, 2014",3 yrs 9 mos 3 dys
Customer7639,$25.33,1,$25.33,$1.95,0,"Dec 19, 2022","Aug 02, 2015",1 yr 26 dys
Customer6987,$25.31,2,$12.66,$0.94,0,"Dec 09, 2021","May 07, 2015",2 yrs 2 mos 23 dys
Customer2613,"$1,116.21",13,$85.86,$23.25,0,"Sep 17, 2023","Mar 25, 2015",3 yrs 11 mos 12 dys
Customer2393,$278.10,5,$55.62,$6.78,0,"Feb 07, 2021","Sep 03, 2020",3 yrs 4 mos 11 dys
Customer8571,$25.31,1,$25.31,$4.22,0,"Jul 23, 2023","Jul 23, 2023",5 mos 22 dys
Customer7750,$25.31,1,$25.31,$0.58,0,"May 16, 2020","May 16, 2020",3 yrs 7 mos 29 dys
Customer7553,$25.29,1,$25.29,$0.56,0,"Apr 30, 2020","Apr 30, 2020",3 yrs 8 mos 16 dys
Customer3789,$25.24,2,$12.62,$1.80,0,"Dec 15, 2022","Dec 15, 2022",1 yr 30 dys
Customer4261,$25.24,1,$25.24,$1.05,0,"Feb 12, 2022","Feb 12, 2022",1 yr 11 mos 2 dys
Customer4256,$25.24,1,$25.24,$0.59,0,"Jun 24, 2020","Jun 24, 2020",3 yrs 6 mos 21 dys
Customer9060,$25.24,1,$25.24,$12.62,0,"Nov 25, 2023","Aug 04, 2022",1 mo 20 dys
Customer3528,$25.24,1,$25.24,$0.66,0,"Nov 21, 2020","Nov 21, 2020",3 yrs 1 mo 24 dys
